id,order_id,product_id,quantity,unit_price
508,322,9,1,9800
509,323,3,1,49800
510,323,12,1,3080
511,324,18,1,1800
512,324,14,1,4600
513,324,10,1,2480
514,324,1,2,5980
515,325,7,1,6480
516,325,6,1,3980
517,326,15,1,3800
518,327,15,1,3800
519,328,11,1,1980
520,329,10,1,2480
521,330,13,1,3520
522,330,6,1,3980
523,331,11,1,1980
524,331,13,1,3520
525,332,6,2,3980
526,333,4,1,18500
527,333,3,1,49800
528,334,16,2,6200
529,335,15,1,3800
530,336,6,1,3980
531,336,15,1,3800
532,336,9,1,9800
533,336,8,1,5980
534,337,2,1,12800
535,337,19,1,2980
536,338,12,2,3080
537,338,18,1,1800
538,339,13,1,3520
539,340,18,1,1800
540,340,10,1,2480
541,340,13,1,3520
542,340,12,1,3080
543,341,11,1,1980
544,341,10,1,2480
545,341,12,1,3080
546,342,6,1,3980
547,343,15,1,3800
548,343,1,1,5980
549,343,10,1,2480
550,343,2,2,12800
551,344,2,1,12800
552,345,10,1,2480
553,346,11,1,1980
554,347,5,1,7980
555,347,19,1,2980
556,348,13,2,3520
557,348,4,1,18500
558,349,19,1,2980
559,350,16,1,6200
560,351,14,1,4600
561,351,6,1,3980
562,352,7,2,6480
563,352,14,1,4600
564,353,19,1,2980
565,353,4,3,18500
566,354,13,1,3520
567,355,1,1,5980
568,356,4,1,18500
569,356,2,1,12800
570,357,18,1,1800
571,357,14,1,4600
572,358,19,3,2980
573,359,18,1,1800
574,359,10,1,2480
575,359,5,1,7980
576,360,14,1,4600
577,361,17,1,15800
578,362,12,1,3080
579,362,18,1,1800
580,363,2,1,12800
581,364,7,2,6480
582,364,8,1,5980
583,365,6,1,3980
584,366,4,1,18500
585,366,7,1,6480
586,367,18,1,1800
587,368,11,1,1980
588,368,13,1,3520
589,369,18,1,1800
590,369,14,1,4600
591,370,3,1,49800
592,371,10,1,2480
593,372,12,1,3080
594,372,16,1,6200
595,373,12,2,3080
596,373,6,1,3980
597,374,15,1,3800
598,375,18,2,1800
599,376,18,1,1800
600,377,7,1,6480
601,377,15,1,3800
602,377,18,1,1800
603,378,4,1,18500
604,379,7,1,6480
605,380,13,1,3520
